#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2020 08 26 22 20 272  4.6  5.5  1.08  5.88  5.44 284 1017.1  11.5  11.4 999.0 99.0 99.00
2020 08 26 22 50 275  4.1  5.0  1.13  5.88  5.46 285 1016.9  11.3  11.2 999.0 99.0 99.00
2020 08 26 23 20 262  3.6  4.7  1.00  5.56  5.27 280 1016.5  11.3  11.1 999.0 99.0 99.00
2020 08 26 23 50 235  2.8  3.2  1.00  5.56  5.17 284 1016.2  11.0  11.1 999.0 99.0 99.00
2020 08 27 00 20 221  3.4  4.0  0.92  5.88  5.12 297 1016.0  11.4  11.3 999.0 99.0 99.00
2020 08 27 00 50 214  3.4  3.8  0.89  5.88  4.91 285 1015.7  12.0  11.6 999.0 99.0 99.00
2020 08 27 01 20 250  3.1  4.3  0.82  5.26  4.74 279 1015.5  12.7  11.8 999.0 99.0 99.00
2020 08 27 01 50 293  3.9  4.8  0.75  5.00  4.79 272 1015.3  13.4  11.8 999.0 99.0 99.00
2020 08 27 02 20 290  2.5  3.7  0.79  5.26  4.74 280 1015.1  13.2  11.6 999.0 99.0 99.00
2020 08 27 02 50 288  2.7  4.1  0.82  5.26  4.34 278 1014.9  12.9  11.5 999.0 99.0 99.00
2020 08 27 03 20 135  0.7  1.8  0.83  5.00  4.41 268 1015.2  12.6  11.4 999.0 99.0 99.00
2020 08 27 03 50   3  0.9  2.8  0.86  5.56  4.38 281 1015.2  12.7  11.1 999.0 99.0 99.00
2020 08 27 04 20 332  2.6  3.6  0.95  5.26  4.38 289 1015.4  13.1  11.0 999.0 99.0 99.00
2020 08 27 04 50 346  0.8  1.6  0.99  5.26  4.52 284 1015.6  13.1  11.0 999.0 99.0 99.00
2020 08 27 05 20 134  0.2  1.1  0.96  5.26  4.57 280 1015.6  13.0  11.0 999.0 99.0 99.00
2020 08 27 05 50 271  3.3  4.6  1.08  5.26  4.75 283 1015.7  13.4  11.0 999.0 99.0 99.00
2020 08 27 06 20 223  2.3  2.9  0.93  5.26  4.76 289 1015.7  12.5  11.0 999.0 99.0 99.00
2020 08 27 06 50 201  2.6  3.0  0.95  5.26  4.94 284 1015.6  12.0  11.0 999.0 99.0 99.00
2020 08 27 07 20 214  2.6  3.2  1.00  5.56  5.20 282 1015.5  12.5  11.0 999.0 99.0 99.00
2020 08 27 07 50 209  2.5  2.9  1.06  5.26  5.30 282 1015.7  12.4  11.0 999.0 99.0 99.00
2020 08 27 08 20 219  0.6  1.4  1.08  5.88  5.47 280 1015.8  12.2  11.1 999.0 99.0 99.00
2020 08 27 08 50 118  0.5  1.2  1.04  5.88  5.47 277 1015.8  11.9  11.2 999.0 99.0 99.00
2020 08 27 09 20  73  2.1  2.6  0.87  6.25  5.65 277 1016.0  11.4  11.3 999.0 99.0 99.00
2020 08 27 09 50 105  0.9  1.7  0.98  5.88  5.78 272 1016.0  11.3  11.1 999.0 99.0 99.00
2020 08 27 10 20 197  0.1  0.8  1.00  6.25  5.73 276 1016.0  11.5  11.0 999.0 99.0 99.00
2020 08 27 10 50  24  1.1  1.8  1.02  6.25  5.70 283 1016.0  11.1  10.9 999.0 99.0 99.00
2020 08 27 11 20 197  0.0  0.3  1.04  5.88  5.71 280 1016.2  10.9  10.9 999.0 99.0 99.00
2020 08 27 11 50 241  0.5  0.9  0.95  5.88  5.48 279 1016.0  10.8  10.8 999.0 99.0 99.00
2020 08 27 12 20 323  0.1  0.5  0.93  5.56  5.33 279 1016.1  10.7  10.8 999.0 99.0 99.00
2020 08 27 12 50  87  0.2  1.1  0.94  5.88  5.64 287 1016.4  11.1  10.9 999.0 99.0 99.00
2020 08 27 13 20 212  1.4  2.4  0.93  5.88  5.28 277 1016.5  11.9  11.0 999.0 99.0 99.00
2020 08 27 13 50 199  1.6  2.6  0.92  5.56  5.33 278 1016.8  12.0  11.0 999.0 99.0 99.00
2020 08 27 14 20  92  2.5  3.3  0.95  5.56  5.03 284 1017.0  10.9  11.0 999.0 99.0 99.00
2020 08 27 14 50  82  2.7  3.5  0.88  5.56  5.02 288 1017.1  11.0  10.9 999.0 99.0 99.00
2020 08 27 15 20  98  2.6  3.0  0.94  5.56  4.99 292 1017.3  11.2  10.9 999.0 99.0 99.00
2020 08 27 15 50  99  1.4  2.3  0.86  5.26  4.97 303 1017.7  11.5  11.0 999.0 99.0 99.00
2020 08 27 16 20 117  1.0  1.7  0.82  5.26  4.81 293 1017.9  11.7  11.1 999.0 99.0 99.00
2020 08 27 16 50 106  0.8  1.4  0.81  5.00  4.78 288 1018.0  11.9  11.1 999.0 99.0 99.00
2020 08 27 17 20 153  1.2  1.7  0.80  5.00  4.70 282 1018.1  11.8  11.2 999.0 99.0 99.00
2020 08 27 17 50 111  0.6  0.9  0.79  5.00  4.96 276 1018.1  11.8  11.2 999.0 99.0 99.00
2020 08 27 18 20 137  1.2  1.6  0.81  5.00  4.96 280 1018.2  11.9  11.2 999.0 99.0 99.00
2020 08 27 18 50 194  0.6  1.6  0.77  5.26  4.93 285 1018.3  12.2  11.1 999.0 99.0 99.00
2020 08 27 19 20 251  1.5  1.9  0.73  5.00  5.01 279 1018.3  12.0  11.2 999.0 99.0 99.00
2020 08 27 19 50 254  2.5  2.9  0.72  5.88  5.11 279 1018.4  12.2  11.3 999.0 99.0 99.00
2020 08 27 20 20 253  2.5  3.0  0.73  5.26  5.00 281 1018.3  12.1  11.5 999.0 99.0 99.00
2020 08 27 20 50 269  2.3  2.9  0.70  4.76  4.97 275 1018.4  11.9  11.7 999.0 99.0 99.00
2020 08 27 21 20 264  3.4  3.9  0.68  5.26  5.13 281 1018.3  12.0  11.7 999.0 99.0 99.00
2020 08 27 21 50 275  2.6  3.2  0.65  5.00  5.20 286 1018.3  11.7  11.7 999.0 99.0 99.00
2020 08 27 22 20 266  2.8  3.9  0.65 13.79  5.32 115 1018.3  11.9  12.2 999.0 99.0 99.00
2020 08 27 22 50 265  2.6  3.2  0.60  5.00  5.20 287 1018.4  11.8  12.3 999.0 99.0 99.00
2020 08 27 23 20 268  2.5  3.3  0.60 14.81  5.18 129 1018.3  12.0  12.2 999.0 99.0 99.00
2020 08 27 23 50 306  1.6  2.0  0.62  4.76  4.88 271 1018.2  11.6  12.3 999.0 99.0 99.00
2020 08 28 00 20 316  1.9  2.3  0.56 14.81  5.23 211 1018.1  11.5  12.3 999.0 99.0 99.00
2020 08 28 00 50 312  1.3  1.7  0.59 14.81  5.37 245 1018.0  11.4  12.3 999.0 99.0 99.00
2020 08 28 01 20 274  1.2  1.5  0.58 14.81  5.24  99 1017.8  11.5  12.5 999.0 99.0 99.00
2020 08 28 01 50 250  1.7  2.2  0.55 14.81  5.22 236 1017.5  11.7  12.7 999.0 99.0 99.00
2020 08 28 02 20 246  1.3  1.7  0.57 12.90  5.15 227 1017.5  11.5  12.7 999.0 99.0 99.00
2020 08 28 02 50 228  2.8  3.3  0.59 14.81  5.69 269 1017.5  12.3  12.7 999.0 99.0 99.00
2020 08 28 03 20 218  2.8  3.2  0.57 14.81  5.84 199 1017.5  12.6  12.5 999.0 99.0 99.00
2020 08 28 03 50 227  3.0  3.5  0.52 14.81  5.64 232 1017.6  12.7  12.4 999.0 99.0 99.00
2020 08 28 04 20 258  1.4  2.3  0.53 14.81  5.53 208 1017.6  12.6  12.3 999.0 99.0 99.00
2020 08 28 04 50 314  1.4  2.0  0.58 14.81  5.76 231 1017.8  12.2  12.1 999.0 99.0 99.00
2020 08 28 05 20 265  1.0  1.6  0.53 14.81  5.41 311 1017.7  12.7  12.0 999.0 99.0 99.00
2020 08 28 05 50 322  1.2  2.0  0.57 14.81  5.97 238 1017.8  12.7  12.0 999.0 99.0 99.00
2020 08 28 06 20 271  1.1  1.4  0.56 13.79  5.82 221 1017.8  12.9  12.1 999.0 99.0 99.00
2020 08 28 06 50 328  0.2  0.7  0.59 14.81  6.07 168 1017.8  12.8  12.1 999.0 99.0 99.00
2020 08 28 07 20 197  0.0  0.2  0.58 14.81  5.71 231 1017.9  12.8  12.2 999.0 99.0 99.00
2020 08 28 07 50 288  1.6  2.2  0.54 14.81  5.89 338 1017.8  13.2  12.3 999.0 99.0 99.00
2020 08 28 08 20 227  0.9  1.3  0.53 14.81  5.89 230 1017.8  12.8  12.3 999.0 99.0 99.00
2020 08 28 08 50 289  2.1  3.2  0.57 13.79  6.09 232 1017.8  13.3  12.3 999.0 99.0 99.00
2020 08 28 09 20 216  1.1  1.4  0.55 13.79  6.12 244 1017.7  12.9  12.4 999.0 99.0 99.00
2020 08 28 09 50 241  0.8  1.2  0.56 14.81  6.09 122 1017.8  12.8  12.4 999.0 99.0 99.00
2020 08 28 10 20 244  1.6  2.3  0.58  5.88  6.16 280 1017.9  12.7  12.3 999.0 99.0 99.00
2020 08 28 10 50 272  2.0  2.6  0.56 14.81  6.30 210 1018.1  12.4  12.3 999.0 99.0 99.00
2020 08 28 11 20 292  2.7  3.2  0.55 13.79  6.16 205 1018.3  12.2  12.3 999.0 99.0 99.00
2020 08 28 11 50 292  1.9  2.9  0.58 14.81  6.28 211 1018.4  12.1  12.3 999.0 99.0 99.00
2020 08 28 12 20 197  0.0  0.2  0.58 14.81  6.18 185 1018.4  12.1  12.1 999.0 99.0 99.00
2020 08 28 12 50 215  1.2  1.6  0.59 14.81  5.92 215 1018.4  11.8  11.9 999.0 99.0 99.00
2020 08 28 13 20 220  1.1  1.4  0.61 13.79  6.07 172 1018.5  11.5  11.7 999.0 99.0 99.00
2020 08 28 13 50 212  1.1  1.5  0.62 14.81  6.29 258 1018.6  11.5  11.5 999.0 99.0 99.00
2020 08 28 14 20 203  0.8  1.0  0.62 13.79  5.96 256 1018.8  11.6  11.3 999.0 99.0 99.00
2020 08 28 14 50 252  1.4  1.9  0.63 14.81  5.63 201 1018.8  11.8  11.3 999.0 99.0 99.00
2020 08 28 15 20 197  0.0  0.2  0.63 13.79  5.44 224 1018.7  11.6  11.3 999.0 99.0 99.00
2020 08 28 15 50 113  0.2  0.6  0.63 12.90  5.65 215 1018.6  11.4  11.3 999.0 99.0 99.00
2020 08 28 16 20 221  2.7  3.2  0.57  4.76  5.12 282 1018.6  12.1  11.3 999.0 99.0 99.00
2020 08 28 16 50 219  2.7  3.3  0.60 13.79  5.29 246 1018.6  12.6  11.3 999.0 99.0 99.00
2020 08 28 17 20 224  3.3  3.6  0.59 13.79  5.22 196 1018.8  12.7  11.3 999.0 99.0 99.00
2020 08 28 17 50 227  3.2  3.5  0.54 12.90  5.15 155 1018.9  13.0  11.4 999.0 99.0 99.00
2020 08 28 18 20 226  3.5  3.9  0.57 12.90  5.42 192 1018.9  13.2  11.5 999.0 99.0 99.00
2020 08 28 18 50 218  3.5  3.9  0.54 13.79  5.56 295 1018.8  13.2  11.6 999.0 99.0 99.00
2020 08 28 19 20 223  3.5  4.0  0.53 13.79  5.63 276 1018.7  13.3  11.7 999.0 99.0 99.00
2020 08 28 19 50 220  4.1  4.6  0.49 13.79  5.62 231 1018.6  13.5  11.9 999.0 99.0 99.00
2020 08 28 20 20 217  4.3  5.3  0.55 13.79  6.05 207 1018.5  13.8  12.1 999.0 99.0 99.00
2020 08 28 20 50 238  4.1  4.8  0.52 14.81  6.18 236 1018.5  14.1  12.2 999.0 99.0 99.00
2020 08 28 21 20 242  3.6  4.0  0.54 13.79  6.05 155 1018.5  13.8  12.4 999.0 99.0 99.00
2020 08 28 21 50 258  4.0  4.4  0.52  6.67  5.85 278 1018.5  13.7  12.5 999.0 99.0 99.00
2020 08 28 22 20 246  2.7  3.0  0.55  6.67  5.73 257 1018.4  13.5  12.5 999.0 99.0 99.00
2020 08 28 22 50 243  2.6  3.3  0.55 13.79  5.85 237 1018.2  13.5  12.5 999.0 99.0 99.00
2020 08 28 23 20 256  2.9  3.8  0.55 13.79  6.04 257 1018.0  13.5  12.3 999.0 99.0 99.00
2020 08 28 23 50 244  3.6  4.2  0.52 13.79  6.21 204 1017.6  13.6  12.2 999.0 99.0 99.00
2020 08 29 00 20 258  3.4  4.3  0.53 13.79  6.20 210 1017.4  13.5  12.1 999.0 99.0 99.00
2020 08 29 00 50 246  3.3  3.9  0.54  6.25  6.10 264 1017.3  13.6  12.0 999.0 99.0 99.00
2020 08 29 01 20 270  5.1  6.3  0.54  6.67  5.86 279 1017.3  13.2  11.7 999.0 99.0 99.00
2020 08 29 01 50 290  5.0  5.5  0.53 13.79  5.44 233 1017.0  13.2  11.5 999.0 99.0 99.00
2020 08 29 02 20 301  4.3  5.5  0.50  6.25  4.88 290 1016.9  13.5  11.4 999.0 99.0 99.00
2020 08 29 02 50 280  3.5  4.1  0.50  7.14  4.61 279 1016.7  13.1  11.4 999.0 99.0 99.00
2020 08 29 03 20 277  5.2  5.6  0.54 13.79  4.89 316 1016.3  13.0  11.4 999.0 99.0 99.00
2020 08 29 03 50 258  4.2  4.8  0.53  6.67  4.58 283 1016.4  12.8  11.4 999.0 99.0 99.00
2020 08 29 04 20 265  3.7  4.9  0.52  6.67  4.86 285 1016.5  12.7  11.5 999.0 99.0 99.00
2020 08 29 04 50 280  5.5  6.8  0.58 13.79  5.23 238 1016.4  12.9  11.4 999.0 99.0 99.00
2020 08 29 05 20 279  6.0  6.8  0.63 13.79  4.93 210 1016.2  13.0  11.3 999.0 99.0 99.00
2020 08 29 05 50 264  4.8  5.4  0.60  5.26  4.30 275 1015.9  12.8  11.4 999.0 99.0 99.00
2020 08 29 06 20 255  3.6  4.0  0.69 13.79  4.73 131 1016.1  12.6  11.3 999.0 99.0 99.00
2020 08 29 06 50 202  2.0  2.8  0.92  5.00  4.81 280 1016.1  12.4  11.2 999.0 99.0 99.00
2020 08 29 07 20 224  2.6  3.2  1.09  5.88  4.97 270 1016.1  12.3  11.2 999.0 99.0 99.00
2020 08 29 07 50 238  1.9  2.4  1.25  5.88  5.28 279 1016.2  12.1  11.2 999.0 99.0 99.00
2020 08 29 08 20 347  0.7  1.7  1.42  6.67  5.61 286 1016.2  11.8  11.2 999.0 99.0 99.00
2020 08 29 08 50 197  0.1  0.3  1.40  6.67  5.65 287 1016.1  12.0  11.3 999.0 99.0 99.00
2020 08 29 09 20 142  0.4  1.0  1.57  6.67  6.01 279 1016.1  12.1  11.3 999.0 99.0 99.00
2020 08 29 09 50 248  0.3  0.6  1.49  6.67  5.99 280 1016.1  12.0  11.3 999.0 99.0 99.00
2020 08 29 10 20 251  0.1  0.6  1.63  7.14  6.14 287 1016.0  11.9  11.1 999.0 99.0 99.00
2020 08 29 10 50  88  1.6  2.4  1.66  7.14  6.37 275 1016.0  11.3  11.2 999.0 99.0 99.00
2020 08 29 11 20 187  2.6  3.7  1.66  7.14  6.43 281 1016.0  11.5  11.2 999.0 99.0 99.00
2020 08 29 11 50 175  1.2  2.2  1.84  7.69  6.80 279 1015.9  11.8  11.3 999.0 99.0 99.00
2020 08 29 12 20 188  0.8  1.6  1.83  8.33  6.74 275 1016.0  12.2  11.3 999.0 99.0 99.00
2020 08 29 12 50 277  0.1  0.7  2.06  7.69  6.87 281 1016.0  11.9  11.2 999.0 99.0 99.00
2020 08 29 13 20  46  0.3  1.7  2.00  7.69  6.97 284 1016.3  11.7  11.1 999.0 99.0 99.00
2020 08 29 13 50 297  0.2  0.9  2.06  7.69  6.89 291 1016.3  11.5  11.1 999.0 99.0 99.00
2020 08 29 14 20  49  0.2  0.9  2.51  8.33  7.16 283 1016.6  11.2  11.0 999.0 99.0 99.00
2020 08 29 14 50 225  0.3  1.3  2.04  9.09  6.71 279 1016.7  11.0  10.9 999.0 99.0 99.00
2020 08 29 15 20 223  0.8  1.9  2.39  7.69  6.93 283 1017.0  11.2  11.0 999.0 99.0 99.00
2020 08 29 15 50 214  1.0  2.2  2.28  8.33  6.79 283 1017.1  11.1  11.0 999.0 99.0 99.00
2020 08 29 16 20 228  0.4  1.0  2.39  8.33  6.64 286 1017.2  11.0  11.0 999.0 99.0 99.00
2020 08 29 16 50 292  0.3  1.2  2.26  8.33  6.37 289 1017.2  11.1  11.0 999.0 99.0 99.00
2020 08 29 17 20 249  0.8  1.8  2.44  7.69  6.49 285 1017.4  11.3  11.0 999.0 99.0 99.00
2020 08 29 17 50 231  0.2  0.7  2.68  8.33  6.79 278 1017.6  11.5  11.1 999.0 99.0 99.00
2020 08 29 18 20 255  0.2  1.2  2.53  9.09  6.62 281 1017.8  11.5  11.1 999.0 99.0 99.00
2020 08 29 18 50 240  0.3  1.0  2.27  7.69  6.58 281 1018.0  11.6  11.1 999.0 99.0 99.00
2020 08 29 19 20 235  1.1  2.0  2.40  8.33  6.62 279 1018.1  11.9  11.3 999.0 99.0 99.00
2020 08 29 19 50 242  0.3  0.9  2.23 10.00  6.70 294 1018.3  12.3  11.4 999.0 99.0 99.00
2020 08 29 20 20 205  0.4  1.1  2.53  9.09  7.18 274 1018.3  12.8  11.5 999.0 99.0 99.00
2020 08 29 20 50 213  0.9  1.8  2.46 10.00  7.02 275 1018.4  12.3  11.5 999.0 99.0 99.00
2020 08 29 21 20 247  2.8  3.8  2.26 10.00  6.98 280 1018.4  12.7  11.6 999.0 99.0 99.00
2020 08 29 21 50 257  2.3  3.0  2.19  7.69  6.74 286 1018.5  13.2  11.6 999.0 99.0 99.00
2020 08 29 22 20 234  2.4  3.0  2.35 10.00  7.05 290 1018.3  13.1  11.7 999.0 99.0 99.00
2020 08 29 22 50 257  2.6  3.6  2.68  8.33  7.16 282 1018.3  13.1  11.7 999.0 99.0 99.00
2020 08 29 23 20 262  4.6  5.4  2.38 10.00  6.96 283 1017.9  12.9  11.7 999.0 99.0 99.00
2020 08 29 23 50 263  3.9  4.7  2.53 10.00  7.14 268 1018.0  13.1  11.6 999.0 99.0 99.00
2020 08 30 00 20 271  3.8  4.7  2.32 10.00  7.05 273 1018.0  13.2  11.7 999.0 99.0 99.00
2020 08 30 00 50 242  2.7  4.5  2.40  9.09  6.97 275 1018.0  13.4  11.7 999.0 99.0 99.00
2020 08 30 01 20 262  5.4  6.7  2.41  7.69  7.00 275 1017.8  13.3  11.6 999.0 99.0 99.00
2020 08 30 01 50 268  5.5  6.6  2.37  8.33  6.99 274 1017.6  13.3  11.6 999.0 99.0 99.00
2020 08 30 02 20 288  3.7  5.1  2.66  9.09  7.27 271 1017.7  13.3  11.6 999.0 99.0 99.00
2020 08 30 02 50 271  1.2  3.1  2.74  8.33  7.17 285 1017.8  13.1  11.5 999.0 99.0 99.00
2020 08 30 03 20 249  1.6  2.5  2.77  9.09  7.04 277 1018.0  12.8  11.5 999.0 99.0 99.00
2020 08 30 03 50 229  1.4  2.7  2.71  7.69  6.98 288 1018.1  12.5  11.4 999.0 99.0 99.00
2020 08 30 04 20 245  2.9  4.4  2.84  9.09  6.88 280 1018.0  12.4  11.3 999.0 99.0 99.00
2020 08 30 04 50 242  2.1  3.2  2.58  8.33  6.76 284 1018.1  12.5  11.4 999.0 99.0 99.00
2020 08 30 05 20 204  0.9  1.6  2.62  8.33  6.82 276 1018.1  12.0  11.3 999.0 99.0 99.00
2020 08 30 05 50 204  2.5  3.3  2.46  7.69  6.81 280 1017.9  12.1  11.3 999.0 99.0 99.00
2020 08 30 06 20 177  1.8  2.6  2.63  9.09  6.93 277 1018.1  11.8  11.3 999.0 99.0 99.00
2020 08 30 06 50 109  2.0  4.0  2.36  7.69  6.91 278 1018.3  11.6  11.3 999.0 99.0 99.00
2020 08 30 07 20 104  5.5  7.4  2.40  8.33  6.95 277 1018.6  11.6  11.3 999.0 99.0 99.00
2020 08 30 07 50 112  5.9  7.2  2.66  7.69  7.14 281 1018.9  11.8  11.3 999.0 99.0 99.00
2020 08 30 08 20 107  5.7  7.4  2.52  8.33  7.11 276 1019.1  11.9  11.3 999.0 99.0 99.00
2020 08 30 08 50  96  5.5  6.9  2.53  9.09  7.43 271 1019.4  11.8  11.3 999.0 99.0 99.00
2020 08 30 09 20  97  5.6  7.3  2.47  8.33  7.52 275 1019.5  12.0  11.3 999.0 99.0 99.00
2020 08 30 09 50  95  5.2  6.5  2.15  8.33  6.91 275 1019.7  12.0  11.3 999.0 99.0 99.00
2020 08 30 10 20  94  4.9  6.2  2.34  8.33  7.41 271 1019.8  11.7  11.3 999.0 99.0 99.00
2020 08 30 10 50  89  5.9  7.5  2.31  8.33  7.43 274 1020.0  11.6  11.3 999.0 99.0 99.00
2020 08 30 11 20  89  6.0  7.7  1.99 10.00  7.21 288 1020.1  11.5  11.3 999.0 99.0 99.00
2020 08 30 11 50  86  6.1  7.5  2.12  9.09  7.28 278 1020.3  11.2  11.2 999.0 99.0 99.00
2020 08 30 12 20  90  5.7  7.0  2.29  9.09  7.27 276 1020.5  11.3  11.2 999.0 99.0 99.00
2020 08 30 12 50  95  5.7  7.4  2.20  8.33  7.62 278 1020.7  11.2  11.1 999.0 99.0 99.00
2020 08 30 13 20  97  5.2  7.0  2.00  8.33  7.38 287 1021.0  11.1  11.1 999.0 99.0 99.00
2020 08 30 13 50  96  5.6  6.7  2.23  8.33  7.46 269 1021.3  11.1  11.1 999.0 99.0 99.00
2020 08 30 14 20  96  5.2  6.6  2.11  7.69  7.31 280 1021.4  11.0  11.0 999.0 99.0 99.00
2020 08 30 14 50  92  5.2  6.8  1.94  7.69  7.03 279 1021.7  10.9  11.0 999.0 99.0 99.00
2020 08 30 15 20  90  5.3  6.7  1.96  7.69  6.97 284 1021.9  11.0  11.0 999.0 99.0 99.00
2020 08 30 15 50  94  5.7  7.3  1.89  7.69  6.98 279 1022.0  11.2  11.1 999.0 99.0 99.00
2020 08 30 16 20  99  4.4  5.6  2.07  9.09  7.05 291 1022.1  11.4  11.1 999.0 99.0 99.00
2020 08 30 16 50 105  4.3  5.6  1.93  8.33  6.65 278 1022.1  11.6  11.1 999.0 99.0 99.00
2020 08 30 17 20 110  4.0  4.9  2.17  7.14  6.67 288 1022.1  11.7  11.2 999.0 99.0 99.00
2020 08 30 17 50  96  3.7  4.8  1.96  6.67  6.42 282 1022.2  11.9  11.2 999.0 99.0 99.00
2020 08 30 18 20 110  3.0  3.9  1.75  8.33  6.27 283 1022.2  12.0  11.3 999.0 99.0 99.00
2020 08 30 18 50 182  3.7  4.6  1.76  6.67  5.96 282 1021.8  11.9  11.3 999.0 99.0 99.00
2020 08 30 19 20 198  2.1  3.0  1.84  9.09  6.30 289 1022.4  12.3  11.4 999.0 99.0 99.00
2020 08 30 19 50 166  2.6  3.1  1.73  8.33  5.92 281 1022.1  12.6  11.5 999.0 99.0 99.00
2020 08 30 20 20 198  2.5  3.1  1.56  6.67  5.87 276 1022.1  12.6  11.6 999.0 99.0 99.00
2020 08 30 20 50 198  3.5  4.6  1.54  8.33  5.96 274 1022.2  13.0  11.6 999.0 99.0 99.00
2020 08 30 21 20 195  1.8  2.6  1.55  9.09  6.05 276 1022.0  12.9  11.6 999.0 99.0 99.00
2020 08 30 21 50 223  2.5  3.4  1.52 10.00  6.25 287 1021.8  12.8  11.7 999.0 99.0 99.00
2020 08 30 22 20 213  0.7  1.8  1.44  9.09  6.34 284 1021.3  12.6  11.7 999.0 99.0 99.00
2020 08 30 22 50 260  2.4  3.0  1.56  9.09  6.88 278 1021.5  12.4  11.9 999.0 99.0 99.00
2020 08 30 23 20 266  0.7  1.6  1.48  9.09  6.48 282 1021.2  12.3  11.8 999.0 99.0 99.00
2020 08 30 23 50 307  0.7  1.3  1.50  9.09  6.64 281 1020.6  12.4  11.7 999.0 99.0 99.00
2020 08 31 00 20 309  0.4  1.0  1.47  9.09  6.62 279 1020.2  12.4  11.7 999.0 99.0 99.00
2020 08 31 00 50   7  0.5  1.5  1.28  9.09  6.58 280 1019.9  12.5  11.8 999.0 99.0 99.00
2020 08 31 01 20   2  1.5  1.9  1.30 10.00  6.96 287 1020.1  12.3  11.8 999.0 99.0 99.00
2020 08 31 01 50  79  1.2  1.9  1.30 10.00  7.26 272 1019.2  12.1  11.7 999.0 99.0 99.00
2020 08 31 02 20 173  0.1  0.7  1.21 10.00  6.90 272 1018.8  12.4  11.7 999.0 99.0 99.00
2020 08 31 02 50  54  2.0  2.8  1.42  9.09  7.20 275 1018.6  12.0  11.8 999.0 99.0 99.00
2020 08 31 03 20  56  3.0  3.9  1.20  9.09  7.07 270 1018.1  11.5  11.8 999.0 99.0 99.00
2020 08 31 03 50  53  4.5  5.2  1.26  9.09  7.27 265 1018.1  11.1  11.7 999.0 99.0 99.00
2020 08 31 04 20  69  4.8  5.8  1.28  9.09  7.12 276 1017.8  11.3  11.8 999.0 99.0 99.00
2020 08 31 04 50  66  4.3  5.3  1.08  9.09  6.94 282 1017.8  11.5  11.7 999.0 99.0 99.00
2020 08 31 05 20  68  5.1  6.2  1.26  9.09  7.26 274 1017.6  11.5  11.7 999.0 99.0 99.00
2020 08 31 05 50  77  5.3  6.1  1.08  8.33  6.67 288 1017.2  11.6  11.6 999.0 99.0 99.00
2020 08 31 06 20  59  4.3  5.0  1.02  8.33  6.22 287 1017.6  11.7  11.5 999.0 99.0 99.00
2020 08 31 06 50  73  2.7  3.3  1.02  8.33  6.54 275 1017.8  11.7  11.4 999.0 99.0 99.00
2020 08 31 07 20  73  1.6  2.5  0.88  8.33  6.45 271 1018.1  11.6  11.5 999.0 99.0 99.00
2020 08 31 07 50 105  1.1  1.6  0.88  8.33  6.69 271 1018.0  11.6  11.5 999.0 99.0 99.00
2020 08 31 08 20 110  1.4  2.0  0.86  8.33  6.59 264 1017.8  11.7  11.5 999.0 99.0 99.00
2020 08 31 08 50 134  0.1  0.6  0.86  8.33  6.50 270 1018.0  11.6  11.5 999.0 99.0 99.00
2020 08 31 09 20 234  1.6  2.6  0.85  8.33  6.40 266 1018.0  11.7  11.4 999.0 99.0 99.00
2020 08 31 09 50 267  2.7  3.8  0.88  8.33  6.37 273 1018.4  11.5  11.3 999.0 99.0 99.00
2020 08 31 10 20 291  2.7  3.7  0.99  9.09  6.58 277 1018.5  11.9  11.3 999.0 99.0 99.00
2020 08 31 10 50 316  1.7  2.4  0.93  9.09  6.57 273 1018.5  11.9  11.3 999.0 99.0 99.00
2020 08 31 11 20 292  3.1  4.2  0.93  8.33  6.53 268 1018.5  11.8  11.2 999.0 99.0 99.00
2020 08 31 11 50 310  3.2  3.9  0.89  8.33  6.66 270 1018.5  11.8  11.2 999.0 99.0 99.00
2020 08 31 12 20 310  2.8  3.5  0.81  8.33  6.43 267 1018.8  11.7  11.2 999.0 99.0 99.00
2020 08 31 12 50 347  1.5  2.2  0.85  8.33  6.61 266 1019.2  11.7  11.2 999.0 99.0 99.00
2020 08 31 13 20  43  0.6  1.2  0.86  7.69  6.45 267 1019.2  11.7  11.2 999.0 99.0 99.00
2020 08 31 13 50  94  2.7  3.5  0.94  8.33  6.54 278 1019.4  11.1  11.1 999.0 99.0 99.00
2020 08 31 14 20  99  2.6  3.2  0.89  8.33  6.55 274 1019.4  11.2  11.2 999.0 99.0 99.00
2020 08 31 14 50  72  2.3  2.8  0.92  7.69  6.39 276 1019.6  11.1  11.3 999.0 99.0 99.00
2020 08 31 15 20  82  2.6  3.3  1.00  7.69  6.36 269 1019.8  11.2  11.3 999.0 99.0 99.00
2020 08 31 15 50  93  3.1  3.7  1.10  8.33  6.45 277 1019.9  11.2  11.3 999.0 99.0 99.00
2020 08 31 16 20  95  3.3  4.2  1.25  6.67  6.30 268 1020.0  11.2  11.2 999.0 99.0 99.00
2020 08 31 16 50 109  2.2  2.8  1.29  6.67  6.25 267 1020.2  11.4  11.3 999.0 99.0 99.00
2020 08 31 17 20 127  1.2  2.1  1.45  7.14  6.36 272 1020.5  11.5  11.4 999.0 99.0 99.00
